term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
remote,0.11191715,0.01791814,0.008112916,-0.0053484733,0.21657534,0.059472706,-0.0065538627,0.16616079,-0.11223388,0.0062624468,0.005180937,-0.055954725,0.014093445,0.086717114,-0.044386726,-0.021513,-0.043887306,-0.04325718,-0.012140649,-0.17920057,0.050746206,0.011198223,-0.04742565,0.08095133,-0.00010822431,0.0331834,-0.062314536,0.060096283,-0.076119356,0.070431545,0.09456125,0.03537436,0.00590821,-0.11319046,-0.02983987,0.10720836,-0.041301403,-0.02776954,-0.07989083,-0.162468,-0.14580956,0.020849297,-0.08849106,-0.03429015,0.1012915,-0.07817477,-0.07277441,-0.13478202,-0.043084044,0.17347933,0.014174944,-0.027592333,-0.028526664,-0.011751817,0.24912368,-0.06520211,0.06236247,-0.16180615,-0.12899625,-0.005853501,-0.09122634,0.015128589,0.054681145,-0.12169573,-0.20032664,0.029378476,-0.053302117,0.1477147,-0.08968558,0.114521265,0.112745725,0.04265652,0.15557797,-0.06563768,0.13137667,-0.080074534,0.20432994,-0.088259086,-0.19466022,-0.17819095,-0.038492315,-0.058386,-0.17070599,0.050877914,-0.028178293,0.08814305,0.100993216,0.002451055,0.061774332,0.12965634,-0.009475351,0.028545147,0.09703289,0.1004405,0.12927021,0.029897798,0.11851449,-0.07729351,0.20910442,0.022318065,-0.08102984,0.08950521,-0.07386197,-0.16576909,0.086358696,-0.20975679,0.046446864,0.19310041,-0.0021585973,-0.100140214,-0.08845483,-0.14031288,-0.003994768,0.0515164,0.16638134,0.09006418,0.078238495,-0.31223872,0.084176555,-0.14901243,0.0073299664,0.08451056,0.049907923,-0.21550772,-0.04143842,0.14055422,-0.123378694,-0.04572538,0.054274436,-0.16330497,0.19915172,-0.02685706,-0.019603753,-0.19812821,0.06262913,0.04012934,-0.0052562915,-0.0027559726,0.007940294,-0.17105284,0.011207706,-0.17591116,0.015819771,-0.18056485,-0.12848495,-0.004207473,-0.10528241,0.065852195,-0.021342311,0.05638265,0.04108872,-0.072784394,-0.01858567,0.09652803,-0.31655052,0.25518227,0.1672261,0.10323253,0.024249243,0.0079079885,0.09527911,0.0452768,-0.072596736,-0.0075610094,0.124691784,0.20096023,0.029960603,-0.17483921,0.05182381,0.10402505,-0.06321485,0.14783144,0.058466226,0.029715914,0.11605086,-0.10738111,-0.16735357,-0.028186662,0.1312778,0.10103155,0.026248952,0.107921496,0.025266653,0.025492918,0.09066401,0.03511103,-0.07127047,0.073635995,0.065030895,0.098907806,0.029326027,-0.060298067,-0.041496955,-0.11193454,0.05413386,0.07864296,-0.01063053,-0.063631766,-0.06885102,0.10141643
databases,0.14955455,-0.04589578,0.002275434,0.13467966,0.1667836,0.01640981,-0.009244667,0.20275223,-0.093356356,0.014490967,-0.13592546,-0.12170792,0.042991046,0.15953395,-0.15519199,-0.09528879,0.03597164,-0.02096496,-0.014667283,-0.06198224,0.13602017,0.04208278,-0.10709812,0.041564297,0.015866736,0.015224684,-0.14553581,-0.043173756,-0.046831965,0.18232805,0.034292065,-0.0090366965,-0.032822702,-0.12806945,-0.012451909,0.27557957,-0.0365111,-0.12361116,-0.13275108,-0.20032278,-0.21529599,0.05427583,-0.11863608,-0.06632066,0.109579585,-0.08318005,0.03689535,-0.16605888,-0.15970801,0.12056216,0.062176473,-0.076487616,-0.04490634,0.011751478,0.22861731,-0.056582175,-0.01018129,-0.2610528,-0.21099047,-0.0780268,-0.011985815,0.02230965,-0.015233571,-0.1528136,-0.2146599,0.046722982,-0.09127876,0.27745953,-0.044866014,0.1827487,0.07231544,0.05999272,0.1895741,-0.11982388,0.19312139,-0.026500339,0.171602,-0.06335628,-0.27853248,-0.13703544,-0.10467215,-0.023629947,-0.18442264,0.12382471,-0.140302,0.017265676,0.008083334,0.020015303,0.17742427,0.09362864,0.0789995,0.006057832,0.09749219,0.13622421,0.09344517,0.11570059,-0.04262795,-0.08896397,0.1827359,0.10136132,-0.041778944,0.07003613,-0.04750696,-0.02044747,-0.044593126,-0.20084931,0.018314978,0.09031689,-0.014527538,-0.173593,-0.04290367,-0.19129644,-0.012844852,-0.07092986,0.15913656,0.086566895,0.044237375,-0.36035386,0.13924894,-0.13712001,0.049476158,0.1096842,0.06489238,-0.15555678,-0.095055245,0.16015695,-0.098984815,0.01802081,0.03597881,-0.23023835,0.19840723,0.024885712,-0.13825303,-0.15691449,0.007837548,0.11983752,0.024194455,-0.03211792,-0.026715849,-0.21459118,0.05201997,-0.15759791,0.0669593,-0.27543917,-0.113751896,-0.055329304,-0.11542137,0.08758141,0.01901593,0.124859124,0.0927578,-0.06322489,0.019247595,0.07145558,-0.3507508,0.30646315,0.13375127,0.12741727,-0.067275286,0.04767717,0.031461753,0.10793527,0.032189503,-0.09919826,0.095241636,0.05040035,0.048714727,-0.18389602,0.024556013,0.13614048,-0.04180055,0.1332475,0.0884597,0.045596257,0.15663885,0.07713299,-0.14542057,-0.06962588,0.08860146,0.0072718426,0.041827258,0.12583376,-0.064049505,0.020776799,0.029838273,0.050095823,-0.08649687,0.13364172,-0.008321963,0.12613553,0.10356065,0.039732825,-0.09809911,-0.056743655,-0.0067484784,0.08259783,0.07599295,0.026332488,-0.10220038,-0.024576258
april,-0.064175285,-0.112645715,0.017927978,0.11811213,0.08659018,0.02931023,-0.0209031,0.14976619,-0.11017083,0.08288415,-0.15793191,-0.21887913,-0.04226294,0.15312679,-0.17629293,-0.06468242,0.029319987,-0.0016727758,-0.07944944,0.07993602,0.03986051,0.12474183,0.07992347,0.15782642,0.15138565,0.055172518,-0.11273825,0.05869634,0.016772611,0.118647076,0.00024340414,-0.0026792646,0.07563313,-0.14560023,-0.032672953,0.22979961,0.041916355,-0.14917403,-0.16542387,-0.07764496,-0.25120535,0.057887983,-0.12865776,-0.15684053,0.078339875,-0.21955942,0.1986464,-0.17602697,-0.089127906,0.15077768,0.0076385466,0.09409092,-0.0072558997,0.097951494,0.101555176,-0.13446854,0.05981398,-0.15258907,-0.123343416,-0.060920365,-0.077471726,-0.08137927,-0.08057906,-0.039532714,-0.051704124,-0.017738355,0.01946731,0.18982923,0.0043413336,0.0975091,0.12283463,0.053991225,-0.035063505,-0.094945215,-0.10031538,0.10138234,0.19750953,-0.0618263,-0.15001515,-0.1479105,0.011447259,-0.046210777,-0.010656495,-0.029646046,-0.26174882,-0.014530397,-0.1965051,-0.017564056,0.06667497,0.12473027,-0.10721103,-0.05260858,0.043383874,-0.0015431913,0.12979068,0.027558915,0.09583277,-0.04366959,0.19980524,0.11262882,-0.22192945,0.008236145,-0.19964199,-0.037467934,0.098890506,-0.23431392,0.016684217,0.12667285,-0.165528,-0.18398933,0.08293111,-0.080255024,-0.012487644,-0.0240852,0.19820283,0.08415067,0.007982761,-0.31652364,0.12909675,-0.081699856,0.04688094,0.04535105,0.2100549,-0.07319645,-0.0496709,0.18462138,-0.16256835,0.024827814,0.021460362,-0.23512627,0.07794776,0.02226757,-0.2183216,-0.08195459,0.049694438,0.19034429,0.011037637,-0.063329615,-0.022999406,-0.055460278,0.16570972,-0.1394779,0.06306678,-0.16284868,-0.08362757,0.017333196,0.03094235,-0.029555108,-0.002106322,-0.028039256,0.106411815,-0.055869877,0.08545136,0.07432628,-0.17847185,0.24711636,0.15718243,0.13653482,-0.09050835,0.011114838,0.03893719,0.12722273,0.05776702,-0.06285585,-0.059702173,0.02595661,-0.030714778,-0.17203549,-0.04719146,0.18509838,0.011852684,-0.056675673,0.06891869,0.003914405,0.17337467,-0.05648045,-0.06900511,-0.004769009,0.15171157,-0.029092634,-0.07530646,-0.006452377,0.0024845537,0.011567935,-0.11508528,-0.019798808,-0.10592168,0.053411078,0.026992947,-0.019271858,0.12858841,0.06982605,0.07402704,0.023558227,0.059924096,0.15884656,0.16967839,-0.094942935,-0.13790974,0.030975996
classified,0.13581334,-0.026515124,0.056278717,0.11877265,0.3047064,-0.069988854,0.050389674,0.39905164,-0.28264853,-0.011438419,-0.15656394,-0.08776906,0.04043027,0.25262642,-0.13512266,-0.032929342,-0.060158156,0.02125604,-0.053699315,-0.19595155,0.24852616,0.07313563,-0.083218575,0.16916786,-0.0961017,0.029360734,-0.15710588,-0.07403698,0.03633231,0.24105242,-0.08329127,0.09199516,-0.0037647074,-0.11859811,0.04225347,0.30047712,0.011964351,-0.11430313,-0.12379234,-0.2792896,-0.25517502,0.084810264,-0.20440008,0.051343948,0.24938355,-0.031725474,0.03765865,-0.16264698,-0.06842036,0.1271302,0.1733772,-0.04720004,-0.042321377,0.079961225,0.2366504,-0.065318175,-0.10017778,-0.26830843,-0.16191101,0.001157311,-0.12827502,0.06960002,-0.07793299,-0.20227782,-0.27870253,0.040770605,-0.05146512,0.24185054,-0.101861924,0.09110916,-0.021691779,0.020365776,0.14611238,-0.10630528,0.14332433,0.122177206,0.31514817,-0.09150419,-0.3554562,-0.24549857,0.053463373,0.01903385,-0.06896743,0.13560222,-0.1525135,0.020210661,-0.018638572,0.097849384,0.265848,0.17479555,0.12982756,0.043411516,0.15140891,0.1579316,0.046662927,-0.00090131373,0.009323863,-0.15498807,0.22681968,0.09231591,0.07317024,0.107600845,-0.025329081,-0.094407484,0.099550724,-0.10701864,0.0024672744,0.111414805,-0.05370722,-0.10110788,-0.024306212,-0.1559104,-0.049451318,-0.043616306,0.19914977,0.075963646,-0.044857446,-0.26205283,0.051923186,-0.26780492,0.0010703487,-0.01017006,0.00047327328,-0.3456011,-0.15671557,0.07569641,-0.16267872,-0.13849093,0.00941439,-0.2462669,0.19183347,-0.025684789,-0.04190629,-0.16978993,-0.01236915,0.09091288,0.07698689,0.0136016365,0.075921535,-0.23069063,0.04957946,-0.16226809,0.11199555,-0.16246654,-0.04330333,-0.122986466,0.009735468,-0.004864611,0.0604692,0.18897708,-0.008302566,-0.15092836,0.019845111,0.14737529,-0.24932279,0.38186207,0.059146434,0.098131396,-0.025054973,-0.00072988,0.05892831,0.16172802,-0.10772812,-0.098296925,0.10333172,0.19461408,0.043010008,-0.18829928,-0.051048264,0.12112421,-0.15894513,0.15036216,-0.018801823,0.010518982,0.18093346,0.042514097,-0.18673404,0.0003156976,0.030451642,-0.011707398,0.01658119,0.16950485,-0.1300099,0.01790394,0.066794984,0.06625277,0.03642944,0.075454764,0.08774879,0.024391398,0.11041991,0.060130965,-0.10355987,-0.057632428,0.0038934497,0.07354969,0.09867335,0.06162936,-0.075198434,-0.039575692
shared,0.051377755,-0.04529478,0.016562775,0.15714929,0.14725198,0.030654987,-0.0048273606,0.29918617,-0.111647695,0.034665037,-0.09716106,-0.15954235,0.04286006,0.14058328,-0.14046139,-0.06591374,0.011288308,-0.014709548,-0.07615074,-0.051875427,0.12943181,0.05394998,-0.04739605,0.08545476,0.012998023,-0.0058005243,-0.11343821,-0.03456835,0.0015567513,0.19470248,-0.029639082,-0.04820798,0.07697397,-0.13716562,-0.03791994,0.24204877,-0.022671646,-0.12626964,-0.11601422,-0.15999618,-0.168034,0.012226857,-0.09448811,0.0065488266,0.1582046,-0.0894422,0.03891535,-0.13674806,-0.09832091,0.12584262,0.015589911,-0.07682345,-0.05743961,-0.04851682,0.18251203,-0.07616146,0.018710403,-0.25210562,-0.11721463,-0.041303836,-0.012172508,0.051297233,-0.016503127,-0.14452145,-0.19127172,0.028904248,-0.08906832,0.26078686,-0.03954276,0.11620255,0.100146495,0.028275248,0.14113267,-0.07777182,0.18932498,0.048071325,0.21565114,-0.039506715,-0.2960102,-0.15696967,-0.08700996,-0.059054285,-0.0858746,0.06563564,-0.14838284,0.035659637,-0.06620535,-0.0256003,0.0906232,0.023605516,0.051648304,-0.020129824,0.11114963,0.15951762,0.14355323,0.11195103,-0.050300363,-0.106249526,0.11080424,0.10978291,-0.06832171,0.13353032,-0.023340061,0.0022326673,-0.039359134,-0.19053268,0.03198068,0.14457841,-0.05884915,-0.1445183,-0.030269612,-0.16246384,-0.013054609,-0.06392211,0.23461004,0.040588327,0.050996117,-0.33747295,0.13307244,-0.1034445,0.05881019,0.06955585,0.12683101,-0.12979409,-0.09165021,0.14631334,-0.14839406,0.008251452,0.068270944,-0.16613197,0.15480109,-0.03167619,-0.099316835,-0.14276935,0.09240761,0.111597545,0.06012082,-0.025243366,-0.0052071917,-0.19220187,0.11215569,-0.16434786,0.0022998678,-0.18679431,-0.13064751,-0.018466748,-0.042518996,0.089935094,0.0286685,0.07556977,0.055035308,-0.004792183,0.038273197,0.0828154,-0.30986735,0.22584347,0.1213517,0.15746611,0.027827913,0.070753254,0.075187504,0.13249764,-0.008687274,-0.08769185,0.086706705,0.13648358,0.040963445,-0.15822096,-0.069552004,0.1265805,-0.135955,0.19568436,0.08969989,-0.009572468,0.13548414,0.07770216,-0.19942184,-0.016344462,0.14300765,0.058714934,0.036767084,0.103052795,0.008948816,0.013027846,0.01501568,0.05294194,-0.13757245,0.09880537,0.020550251,0.08103887,0.11787552,-0.022589326,-0.13296515,-0.10571834,0.053369645,0.04468625,0.08574737,-0.044539735,-0.21440953,-0.05477419
efforts,0.22733982,0.023287412,0.048927564,0.0074877297,0.24309377,-0.036343433,-0.03378247,0.25465497,-0.06008257,0.023822676,-0.07273992,-0.1632899,-0.017570945,0.12716056,-0.15426385,-0.043072727,-0.029293602,0.046898134,-0.0066359015,-0.1681472,0.14535818,0.038559124,-0.104933634,0.08181668,-0.03608505,0.10773558,-0.09371985,-0.0058030314,-0.11644057,0.1268148,0.09781707,0.01449223,0.08727297,-0.164601,-0.099097304,0.2597758,-0.045336224,-0.018278793,-0.09634055,-0.27633572,-0.16020894,0.088923655,-0.07869572,-0.051745486,0.160356,-0.025100587,-0.08001405,-0.12794247,-0.1018308,0.16490589,0.025345635,-0.101961076,-0.05052143,-0.022142643,0.2623596,-0.11729544,0.037511557,-0.23029366,-0.1255043,-0.13520491,-0.049522344,0.0029804464,0.0028563344,-0.15847583,-0.23772846,0.0417542,-0.051437844,0.22682276,-0.1155142,0.18631944,0.09032877,0.057452,0.25386894,-0.07782485,0.26881763,-0.03394903,0.17244856,-0.10425085,-0.33267647,-0.16676544,-0.11798882,-0.058673754,-0.24618061,0.10133515,-0.023182092,0.06022217,0.10489739,0.03638178,0.060460016,0.06308207,0.06972524,0.06024425,0.1353142,0.17386769,0.14909159,0.13725759,-0.005160311,-0.08828842,0.119890064,-0.0073743807,-0.051223133,0.15484042,0.0022148555,-0.11714912,0.010600152,-0.28647104,0.06214237,0.20767607,0.006046301,-0.13317725,-0.14441627,-0.24936251,-0.020586504,0.031693205,0.20238183,0.108771265,0.016079998,-0.36745512,0.12500885,-0.22457105,0.030772753,0.18495879,0.11018298,-0.2724522,-0.06319787,0.15325305,-0.09574004,0.07983182,0.019713085,-0.17664282,0.21676035,-0.018718975,0.030348772,-0.14001371,0.03428473,0.06962576,-0.01598495,-0.05517456,-0.028360374,-0.12876552,-0.011597964,-0.19789916,0.00047226908,-0.24986576,-0.11101401,0.007749367,-0.08327076,0.087233305,0.0178797,0.1393757,0.058178503,-0.05142039,0.059093785,0.09660994,-0.4409107,0.32970756,0.1618752,0.09234397,0.0038908727,0.08035898,0.16089594,0.080404855,-0.015195483,-0.09382228,0.13322894,0.13243657,0.03554952,-0.097544916,0.021065166,0.1428542,-0.09024678,0.16163276,0.15245642,0.08818031,0.07036226,0.10084504,-0.19362545,-0.08446306,0.1183731,0.06772051,0.049294535,0.18885228,-0.0499638,0.03704066,0.13735788,0.10695022,-0.039908744,0.11140299,0.04194111,0.10312486,0.13243298,-0.056633163,-0.13389409,-0.11594439,0.0032340505,0.061964512,0.03160006,-0.022941288,-0.123981334,0.0039734263
excluded,0.22596578,-0.05578199,0.07733625,0.1474602,0.25450245,-0.039557032,0.0090210885,0.26371974,-0.16825421,0.008190687,-0.12065781,-0.23058844,0.035230156,0.25757208,-0.1391868,-0.021178132,0.020856315,0.028296126,-0.063727885,-0.14991748,0.11630523,0.046993602,-0.20405672,0.006855523,-0.068042785,0.07361633,-0.09982607,-0.11535845,-0.05534703,0.19828005,0.037917644,0.04615294,-0.051583197,-0.0984893,-0.049534623,0.32508862,0.021271337,-0.06449076,-0.122847445,-0.1836858,-0.2152238,0.02457444,-0.044394016,-0.060228534,0.1924333,-0.03429866,0.041192595,-0.09702666,-0.14243934,0.009016317,0.128101,-0.0038157888,-0.038319755,0.007412873,0.20016284,-0.18566775,0.02103815,-0.24831694,-0.1979645,-0.055871964,0.015575405,0.07993765,-0.010074485,-0.15878136,-0.21714735,0.021318553,0.041002512,0.3456613,-0.073013954,0.23812428,0.017410906,-0.019072989,0.20060062,-0.08903299,0.26163232,0.037822306,0.20587227,-0.053988546,-0.28165454,-0.18497202,0.009362685,-0.08336138,-0.22210166,0.0682144,-0.07301581,0.05807582,0.0055305413,0.041255783,0.23120552,0.13093704,0.11592447,0.10091586,0.04662302,0.2478695,0.106032535,0.13671152,-0.09300302,-0.07946103,0.1884532,0.090819106,0.05468607,0.08488028,-0.00324703,-0.07627049,-0.07664873,-0.18020904,0.096239634,0.094338804,-0.056232248,-0.11235518,-0.06822547,-0.20900887,-0.06413704,-0.16779456,0.11835004,0.08546445,-0.076735385,-0.35444453,0.2044372,-0.26458645,0.013335359,0.20188583,0.046685148,-0.2531941,-0.11529819,0.11463229,-0.123960294,0.014422831,0.013603706,-0.24468112,0.21496004,0.03639364,-0.07525573,-0.12491016,0.008867637,0.1667236,0.025880795,-0.057575587,0.013954978,-0.19234361,0.008065241,-0.11858997,0.03225795,-0.24739367,-0.033653807,-0.081277736,-0.10251513,0.06942432,0.048404224,0.11730718,0.03413041,-0.16885455,0.10835626,0.07355434,-0.34033468,0.31565115,0.08499071,0.112597905,0.003921047,0.010774694,0.038055085,0.16423802,0.03931558,-0.13047591,0.12807876,0.0897638,0.02332085,-0.14849563,-0.019162688,0.08725807,-0.08124551,0.13617025,0.10423928,0.058854923,0.16285354,0.09659979,-0.24142614,-0.13372736,0.10288764,0.018568348,0.060478866,0.093636855,-0.15407632,0.037021674,0.123426184,0.020744272,0.03942767,0.063448995,0.049704507,0.10118936,0.07978534,0.033998363,-0.12057248,-0.059200823,-0.003622903,0.113282934,0.04688146,0.09339163,-0.07655739,-0.0014172469
densities,-0.09001751,-0.08552247,0.029530834,0.113414586,0.049593605,0.04086146,-0.035615236,0.1415804,-0.10083718,0.08296934,-0.08695271,-0.15212204,0.054688267,0.1262289,-0.104280025,-0.045662608,0.039703585,-0.0011284295,-0.097644486,0.030135,0.0297153,0.08744426,0.10824742,0.17540604,0.059127316,0.037029073,-0.094036095,0.017465727,0.024008268,0.16443004,-0.030504378,-0.07301472,0.09617688,-0.12273019,0.00595012,0.1959857,-0.040021703,-0.18515104,-0.13565983,-0.11134263,-0.1701939,-0.0054924446,-0.16647007,-0.07293551,0.12721744,-0.16757777,0.13238819,-0.16945614,-0.06292063,0.10095656,-0.03177292,-0.028340744,-0.04353488,0.042591877,0.060589246,-0.079723276,-0.010574388,-0.2099491,-0.12701148,-0.01534817,-0.061900605,-0.06695636,-0.046947096,0.009711858,-0.13309343,0.033440933,0.003003202,0.15117328,-0.028249515,0.12320323,0.104215145,0.028583663,0.040081453,-0.10229366,-0.090180114,0.14863811,0.22458614,-0.054393362,-0.18498394,-0.15880445,0.01862692,-0.06222442,0.059622962,0.0058999155,-0.24330932,0.018249124,-0.18953666,-0.030863743,0.05279577,0.077969946,-0.06581003,-0.10053961,0.08005427,0.060481813,0.07330097,0.04312442,0.02429864,-0.06932735,0.17417774,0.15188584,-0.14326292,0.09282484,-0.1392546,0.009733299,0.055259977,-0.25879747,-0.009700614,0.17784008,-0.16531135,-0.17341271,0.057045054,-0.04303845,0.024811057,-0.0716611,0.25103545,0.063820876,0.061660532,-0.38124776,0.1298797,-0.07009585,0.1278371,0.011473669,0.1989986,-0.018133895,-0.053889014,0.22621693,-0.21921769,-0.0017111356,0.11833991,-0.23298007,0.08958261,0.028842904,-0.18442786,-0.069860905,0.16017908,0.20653611,0.02865976,-0.053221233,-0.064822294,-0.09788311,0.19065885,-0.20081979,0.029368352,-0.19508825,-0.1433686,-0.010971282,-0.0021500285,0.034430146,0.013675206,0.0034282224,0.099474184,-0.009647871,0.07039218,0.06494785,-0.22098404,0.25431904,0.12755828,0.19314171,-0.033256378,0.021840155,0.05975715,0.1337142,0.045314804,-0.025458405,0.06173923,0.13883476,-0.03893895,-0.20886362,-0.10162634,0.13464186,-0.09538993,0.08850701,0.046334635,-0.05855541,0.15408498,0.005321576,-0.11838381,-0.014895843,0.2278392,0.062146135,-0.06770266,0.03018761,0.04449175,0.0025622626,-0.085868314,0.022857621,-0.122962885,0.11256179,0.10821589,0.012724106,0.14145547,0.047408316,-0.034520794,-0.06789972,0.1322543,0.0463192,0.124864854,-0.08616853,-0.20568703,-0.01754362
diseases,0.13579871,-0.005062313,0.06758357,0.0679597,0.20387208,-0.04314531,-0.12240137,0.27160987,-0.059014093,0.043629702,-0.13579264,-0.087852724,0.05204507,0.09417094,-0.066331424,-0.07151605,-0.049998775,-0.011366743,-0.052766576,-0.13068147,0.21806765,0.04774976,-0.051352512,0.14840706,-0.054460812,0.052230105,-0.0727965,0.057670705,-0.08072548,0.13841689,0.08443086,-0.051642627,0.10117434,-0.11472933,-0.07042768,0.19872695,-0.07528309,0.022580108,-0.027985778,-0.23670685,-0.10623865,0.0107958075,-0.18957752,0.09782194,0.18349062,-0.06768737,-0.09179096,-0.16921662,-0.0732639,0.1759671,0.020366501,-0.11853407,-0.015500124,-0.118489645,0.2581917,-0.04408732,0.029344337,-0.25766692,-0.09087051,-0.16369356,-0.09460459,0.08069656,-0.067393966,-0.19494855,-0.27046645,0.08686688,-0.053955194,0.22569469,-0.13172352,0.16090333,0.04684726,-0.010061133,0.2172596,-0.051504094,0.25707972,0.0922622,0.14179891,0.0037391689,-0.37432712,-0.18870549,-0.13894153,-0.037855677,-0.10444214,0.08668533,-0.08327282,0.112780534,-0.03033952,0.02781887,-0.015305271,-0.050186772,0.08248363,-0.028307045,0.16359995,0.18653338,0.1058992,0.10195035,-0.071964614,-0.07609754,-0.01696013,-0.04270222,0.014648825,0.24983825,0.09681594,-0.035081018,-0.04684793,-0.27272382,0.012886963,0.25980908,0.047940288,-0.10761065,-0.10442429,-0.15700427,-0.018248834,-0.016872624,0.1864826,-0.030062553,0.042508762,-0.3809397,0.06320438,-0.16136709,0.03298144,0.053330112,0.06419626,-0.20343117,0.016121278,0.10947442,-0.123790376,0.076042205,0.08125836,-0.13707133,0.1136932,-0.04395466,0.071470104,-0.0896904,0.16451307,0.034998994,-0.02501818,-0.049385995,0.022719612,-0.207559,0.030032003,-0.19273622,-0.04429962,-0.18685476,-0.12114526,-0.018687988,-0.07462626,0.10216447,0.00096818275,0.20638786,-0.020053888,0.042777464,0.03437504,0.1137516,-0.3435709,0.2125931,0.08244059,0.108112104,0.10531426,0.07005393,0.1848538,0.077792585,-0.05527177,-0.150955,0.074952975,0.18058135,0.07245004,-0.079605505,-0.0694984,0.15156853,-0.16614467,0.24316181,0.16025726,-0.0015655314,0.0025780653,0.16137983,-0.16757649,-0.027857337,0.12354336,0.13948108,0.090035975,0.20878541,0.032825574,0.017520681,0.13066107,0.15849152,-0.11276198,0.081874356,-0.002744111,0.1351458,0.124183975,-0.17744346,-0.17203784,-0.120481186,-0.0033010195,-0.007142885,0.00034312916,0.00048291244,-0.20508502,-0.071852684
hosts,0.092903025,-0.0010955464,0.047640797,0.07901394,0.14213783,0.006888636,-0.05787826,0.26284516,-0.08536108,0.04082496,-0.10636144,-0.110288486,0.045980383,0.10531992,-0.09782186,-0.070256434,-0.010975682,-0.011930782,-0.047183912,-0.100719996,0.19436207,0.050238516,0.025867103,0.13322468,0.01101459,0.0180364,-0.13383573,0.013516907,-0.041214056,0.18116143,0.021071656,-0.043826517,0.12602364,-0.17420603,-0.0430328,0.21001424,-0.090959534,-0.15123446,-0.09157291,-0.21892321,-0.16068329,0.0046552545,-0.18993966,0.04756748,0.1711432,-0.09557109,0.0035531798,-0.16276608,-0.101757854,0.18683246,-0.021006482,-0.13472413,-0.072310396,-0.065947875,0.24281086,-0.08044604,0.010023529,-0.28313798,-0.10887251,-0.09789632,-0.061822984,0.0053787227,-0.059856698,-0.1512814,-0.2508393,0.07252715,-0.09981508,0.25413144,-0.09527547,0.14175159,0.07072063,0.017009009,0.21466775,-0.07019371,0.1658962,0.07098609,0.2007799,-0.060742125,-0.334201,-0.16264436,-0.112271644,-0.06789936,-0.082101405,0.10431382,-0.107214674,0.038495142,-0.076506376,-0.014777529,0.068681665,-0.037432283,0.058374982,-0.056768414,0.14184012,0.14119752,0.10928066,0.13111112,-0.08149023,-0.11482492,0.07583448,0.04093252,-0.0543049,0.18556282,-0.007364223,-0.004500314,0.010882377,-0.26692876,0.044331014,0.25908047,-0.033525415,-0.1513079,-0.08853032,-0.16944194,-0.0304446,-0.014990064,0.27949494,0.021588402,0.06419201,-0.38702703,0.102702655,-0.1181818,0.078425385,0.06715014,0.16458096,-0.14748624,-0.04314584,0.14836377,-0.15741727,0.059225377,0.06419131,-0.17368141,0.15281583,-0.028429594,-0.089205295,-0.117287464,0.15375534,0.10753138,0.008460472,-0.043369465,-0.01666001,-0.17041294,0.122550435,-0.22724082,-0.029905053,-0.24069919,-0.14767699,0.013376635,-0.057828624,0.13456166,0.039799627,0.1322973,0.046611853,0.017268945,0.05033006,0.09994375,-0.397684,0.2858242,0.1325514,0.15447699,0.0753233,0.12477348,0.1959666,0.09064847,-0.009531567,-0.14266396,0.10532696,0.20028998,0.009713002,-0.13012742,-0.07177267,0.14536302,-0.19473694,0.24553774,0.12797317,0.0053604394,0.0531429,0.13832223,-0.21057177,-0.006098808,0.16249481,0.083349675,0.10575094,0.18449482,0.032106098,0.015927523,0.0909103,0.15022737,-0.18526633,0.13576773,0.032679744,0.09347226,0.12248703,-0.08963792,-0.17062913,-0.13449816,0.039824493,0.0016670878,0.0902007,-0.07843906,-0.27084824,-0.123040356
